106;;0.29;0.16;0.61;0.12;1.07;0.59;0.39;0.54;0.30;0.92;0.50;0.31;0.64;0.78;0.24;1.08;1.09;0.74;0.61;1.20;0.87;0.29;0.22;0.99;0.63;0.11
111;;0.37;0.35;0.22;0.13;0.82;0.05;0.67;0.41;0.53;0.68;0.39;0.07;0.09;0.23;0.70;0.09;0.45;0.31;0.71;0.30;0.20;0.19;0.38;0.68;0.39;0.70
116;;0.39;0.38;0.23;0.13;0.86;0.06;0.71;0.43;0.56;0.72;0.41;0.07;0.09;0.25;0.74;0.10;0.47;0.33;0.75;0.32;0.21;0.20;0.40;0.72;0.41;0.74
121;;0.16;0.67;0.30;0.60;0.53;0.06;0.54;0.48;0.52;0.34;0.81;0.47;0.74;0.35;0.57;0.66;0.18;0.02;0.20;0.54;0.58;0.31;0.36;0.38;0.20;0.19
126;;0.41;0.40;0.24;0.14;0.92;0.06;0.75;0.46;0.59;0.76;0.44;0.08;0.10;0.26;0.79;0.10;0.50;0.34;0.80;0.33;0.22;0.22;0.42;0.76;0.44;0.78
131;;1.32;0.33;0.17;0.24;0.71;1.35;1.05;0.90;1.13;0.71;0.61;0.59;0.39;1.01;0.87;0.25;0.50;0.45;0.26;0.23;0.56;0.78;0.05;0.38;0.18;0.96
136;;0.78;0.04;0.64;1.48;0.76;1.46;0.09;1.36;1.05;1.60;1.31;0.05;0.79;1.14;1.00;0.87;0.50;0.76;1.59;1.18;1.02;0.82;0.62;0.76;1.03;1.17
141;;0.40;0.58;0.71;0.16;0.22;0.70;0.65;0.04;0.10;0.32;0.51;0.15;0.05;0.61;0.58;0.04;0.20;0.54;0.12;0.60;0.52;0.37;0.80;0.30;0.32;0.55
146;;0.16;0.66;0.29;0.58;0.52;0.06;0.53;0.47;0.51;0.53;0.79;0.45;0.72;0.34;0.56;0.64;0.18;0.02;0.19;0.53;0.56;0.30;0.35;0.40;0.14;0.18
151;;0.43;0.41;0.25;0.15;0.95;0.06;0.78;0.48;0.62;0.79;0.46;0.08;0.10;0.27;0.82;0.11;0.52;0.36;0.83;0.35;0.23;0.22;0.44;0.79;0.46;0.81
156;;0.10;1.01;0.12;0.35;0.28;0.70;0.41;0.12;0.16;0.72;0.36;0.82;0.76;0.55;0.41;0.21;0.73;0.23;0.48;0.49;0.82;0.01;0.30;0.64;0.15;0.61
161;;0.07;0.28;0.14;0.20;0.60;1.14;0.89;0.76;0.95;0.08;0.51;0.49;0.33;0.85;0.73;0.21;0.42;0.38;0.22;0.32;0.48;0.66;0.04;0.32;0.16;0.81
166;;0.31;0.38;0.28;0.09;0.88;0.23;0.65;0.26;0.68;0.24;0.17;0.04;0.01;0.60;0.21;0.77;0.20;0.63;0.75;0.46;0.95;0.51;0.62;0.33;0.56;0.76
171;;0.99;0.05;0.83;1.90;0.98;1.87;0.53;1.74;1.34;0.92;1.68;0.06;1.01;0.34;1.28;1.12;0.64;0.97;2.04;1.52;1.31;1.05;0.79;0.97;1.32;1.50
176;;0.11;1.04;0.13;0.36;0.44;0.72;0.42;0.12;0.24;0.74;0.37;0.84;0.78;0.56;0.42;0.22;0.76;0.24;0.50;0.50;0.85;0.01;0.30;0.66;0.15;0.63
181;;0.16;0.64;0.28;0.56;0.50;0.06;0.51;0.45;0.49;0.41;0.57;0.44;0.70;0.33;0.54;0.62;0.17;0.02;0.19;0.51;0.55;0.29;0.34;0.38;0.13;0.18
186;;0.35;0.84;0.74;0.15;0.44;0.72;0.48;0.67;0.37;1.12;0.61;0.38;0.78;0.22;0.30;1.32;0.35;0.32;0.75;0.60;1.06;0.35;0.94;1.21;0.77;0.13
191;;0.28;0.33;0.25;0.08;0.78;0.21;0.58;0.23;0.60;0.22;0.15;0.03;0.01;0.53;0.19;0.68;0.18;0.56;0.66;0.41;0.84;0.45;0.55;0.29;0.50;0.67
196;;0.18;0.73;0.32;0.65;1.15;0.92;0.59;0.52;0.57;0.47;0.65;0.51;0.80;0.38;0.62;0.72;0.20;0.02;0.22;0.59;0.63;0.34;0.39;0.44;0.15;0.20
201;;0.06;0.23;0.12;0.17;0.50;0.95;0.74;0.64;0.79;0.07;0.46;0.41;0.28;0.71;0.72;0.18;0.35;0.32;0.18;0.75;0.11;0.55;0.03;0.27;0.13;0.67
206;;0.64;0.03;0.53;1.23;0.63;1.21;0.34;1.12;0.87;0.59;0.28;0.04;0.65;0.22;0.83;0.73;0.41;0.63;1.32;0.98;0.85;0.68;0.51;0.63;0.74;0.97
211;;0.07;0.27;0.13;0.19;0.57;1.09;0.85;0.73;0.91;0.08;0.53;0.47;0.32;0.82;0.82;0.20;0.40;0.37;0.21;0.86;0.13;0.63;0.04;0.31;0.15;0.78
216;;0.58;0.03;0.48;1.10;0.57;1.08;0.31;1.01;0.78;0.53;0.25;0.04;0.58;0.20;0.74;0.65;0.37;0.56;1.18;0.88;0.76;0.61;0.46;0.56;0.66;0.87
221;;0.24;0.34;0.66;0.14;0.58;0.31;0.34;0.26;0.57;0.19;0.38;0.18;0.11;0.59;0.37;0.17;0.27;0.01;0.31;0.40;0.63;0.51;0.25;0.50;0.59;0.98
226;;0.06;0.24;0.12;0.17;0.51;0.97;0.75;0.65;0.81;0.07;0.47;0.42;0.28;0.72;0.73;0.18;0.35;0.32;0.19;0.76;0.12;0.56;0.03;0.52;0.13;0.68
231;;0.23;0.91;0.64;0.14;0.56;0.30;0.33;0.26;0.56;0.18;0.37;0.17;0.10;0.81;0.36;0.16;0.26;0.01;0.30;0.39;0.61;0.49;0.25;0.48;0.57;0.95
236;;0.40;0.59;0.72;0.16;0.96;0.71;0.16;0.88;0.56;0.33;0.52;0.92;0.05;0.62;0.59;0.05;0.20;0.53;0.12;0.61;0.73;0.38;0.82;0.30;0.33;0.57
241;;0.06;0.24;0.12;0.18;0.52;1.00;0.78;0.67;0.83;0.07;0.48;0.43;0.29;0.75;0.75;0.19;0.37;0.33;0.19;0.79;0.12;0.58;0.04;0.53;0.14;0.71
246;;0.06;0.24;0.12;0.17;0.51;0.96;0.75;0.64;0.80;0.07;0.47;0.42;0.28;0.72;0.16;0.18;0.35;0.32;0.19;0.76;0.12;0.56;0.03;0.52;0.13;0.68
251;;0.06;0.23;0.12;0.16;0.49;0.94;0.73;0.63;0.78;0.07;0.45;0.41;0.27;0.70;0.16;0.18;0.35;0.31;0.18;0.74;0.11;0.54;0.03;0.50;0.13;0.67
256;;0.92;0.57;0.69;0.16;0.92;0.68;0.15;0.85;0.54;0.32;0.50;0.88;0.05;0.60;0.57;0.04;0.19;0.51;0.12;0.59;0.70;0.36;0.79;0.29;0.31;0.54
261;;0.60;0.13;0.04;1.05;1.10;0.70;0.07;0.77;0.74;0.08;0.36;0.12;0.96;0.85;1.09;0.08;0.18;0.97;0.53;0.36;0.79;0.05;0.00;0.08;1.09;0.68
266;;0.17;0.69;0.27;0.62;0.68;0.87;0.56;0.50;0.54;0.45;0.62;0.12;0.76;0.36;0.59;0.68;0.19;0.02;0.20;0.56;0.60;0.32;0.37;0.42;0.15;0.19
271;;0.59;0.38;0.49;1.13;0.58;0.01;0.31;1.04;0.80;0.55;0.26;0.04;0.60;0.21;0.76;0.67;0.38;0.58;1.22;0.91;0.78;0.63;0.47;0.58;0.08;0.90
276;;0.07;0.26;0.13;0.19;0.57;1.08;0.84;0.72;0.90;0.08;0.52;0.98;0.31;0.81;0.18;0.20;0.40;0.36;0.54;0.85;0.13;0.63;0.04;0.58;0.15;0.77
281;;0.07;0.26;0.13;0.18;0.55;1.05;0.82;0.70;0.88;0.07;0.51;0.95;0.31;0.79;0.17;0.20;0.39;0.35;0.52;0.83;0.13;0.61;0.04;0.56;0.14;0.75
286;;0.16;0.60;0.46;0.10;0.39;0.41;0.60;0.18;0.05;0.13;0.26;0.15;0.07;0.56;0.25;0.11;0.67;0.65;0.21;0.21;0.42;0.06;0.17;0.33;0.40;0.66
291;;0.24;0.94;0.99;0.82;1.63;0.50;0.63;0.73;0.72;0.47;0.85;0.17;0.36;0.42;0.49;0.29;1.53;0.26;0.73;1.63;1.02;0.99;0.77;0.14;0.76;1.02
296;;0.85;0.53;0.64;0.15;0.85;0.63;0.43;0.78;0.50;0.29;0.46;0.81;0.04;0.55;0.55;0.04;0.18;0.47;0.11;0.54;0.64;0.33;0.73;0.27;0.29;0.50
301;;0.96;0.23;0.74;1.54;0.52;1.13;1.57;0.99;0.84;0.05;1.22;1.12;1.13;0.06;0.82;0.99;0.49;0.04;1.39;0.16;0.67;0.95;0.76;0.87;0.85;1.63
306;;0.95;0.59;0.71;0.16;0.95;0.71;0.48;0.87;0.55;0.33;0.51;0.90;0.05;0.62;0.61;0.04;0.09;0.53;0.12;0.60;0.72;0.37;0.81;0.30;0.32;0.56
311;;1.20;0.49;0.36;0.12;1.14;0.30;0.84;0.95;0.88;0.13;0.40;0.05;0.63;0.78;0.28;1.00;0.59;0.81;0.96;0.59;1.23;0.52;0.03;0.42;0.73;0.11
316;;0.18;0.72;0.28;0.64;0.70;0.90;0.58;0.51;0.56;0.47;0.64;0.12;0.38;0.37;0.61;0.70;0.19;0.02;0.21;0.58;0.62;0.33;0.38;0.44;0.48;0.20
321;;0.06;0.23;0.12;0.16;0.49;0.94;0.73;0.63;0.78;0.07;0.45;0.85;0.27;0.70;0.16;0.18;0.35;0.31;0.47;0.74;0.11;0.54;0.03;0.04;0.13;0.67
326;;0.17;0.62;0.47;0.10;0.40;0.42;0.62;0.18;0.05;0.13;0.26;0.15;0.21;0.58;0.26;0.12;0.69;0.67;0.21;0.22;0.39;0.06;0.18;0.35;0.41;0.68
331;;0.53;0.12;0.04;0.93;0.97;0.61;0.06;0.14;0.66;0.44;0.32;0.11;0.85;0.75;0.96;0.07;0.15;0.86;0.47;0.32;0.70;0.59;0.00;0.07;0.96;0.15
336;;0.05;0.20;0.10;0.88;0.44;0.83;0.65;0.56;0.70;0.06;0.40;0.76;0.24;0.19;0.14;0.16;0.31;0.28;0.42;0.66;0.10;0.48;0.03;0.04;0.11;0.59
341;;0.21;0.81;0.73;0.71;1.40;0.43;0.54;0.63;0.62;0.41;0.73;0.80;0.31;0.36;0.42;0.25;1.32;0.23;0.23;1.40;0.87;0.85;0.66;0.12;0.65;0.87
346;;0.80;0.19;0.62;1.29;0.44;0.94;0.15;0.83;0.70;0.04;1.02;0.94;0.94;0.05;0.68;0.82;0.41;0.03;1.17;0.13;0.56;0.79;0.58;0.73;0.71;1.36
351;;0.52;0.11;0.78;0.92;0.96;0.60;0.06;0.14;0.64;0.43;0.31;0.10;0.84;0.73;0.95;0.07;0.15;0.84;0.78;0.31;0.68;0.58;0.00;0.07;0.94;0.15
356;;0.06;0.21;0.11;0.98;0.49;0.93;0.72;0.62;0.78;0.07;0.45;0.85;0.27;0.41;0.12;0.17;0.34;0.31;0.46;0.73;0.11;0.54;0.03;0.04;0.13;0.66
361;;0.30;0.70;0.22;0.43;0.38;0.04;0.55;0.44;0.01;0.56;0.53;0.62;0.63;0.42;0.58;0.44;0.37;0.25;0.65;0.13;0.16;0.16;0.31;0.56;0.32;0.63
366;;0.53;0.12;0.81;0.94;0.99;0.62;0.06;0.15;0.66;0.44;0.32;0.11;0.86;0.76;0.98;0.08;0.16;0.87;0.81;0.32;0.71;0.60;0.00;0.07;0.97;0.15
371;;1.46;0.59;0.44;0.15;1.38;0.36;1.02;1.15;1.06;0.37;0.48;0.06;0.76;0.94;0.34;1.21;0.72;0.98;1.17;0.72;1.49;0.63;0.77;0.51;0.88;0.13
376;;0.12;0.43;0.33;0.07;0.28;0.30;0.50;0.13;0.03;0.09;0.19;0.11;0.15;0.41;0.18;0.08;0.49;0.47;0.50;0.15;0.35;0.05;0.12;0.24;0.01;0.48
381;;0.12;0.45;0.35;0.07;0.30;0.31;0.52;0.14;0.04;0.10;0.19;0.11;0.15;0.43;0.78;0.09;0.51;0.50;0.52;0.16;0.36;0.05;0.13;0.25;0.01;0.50
386;;0.07;0.25;0.97;1.13;0.56;1.07;0.84;0.72;0.90;0.08;0.52;0.98;0.31;0.48;0.13;0.20;0.39;0.36;0.97;0.85;0.13;0.62;0.04;0.05;0.15;0.76
391;;0.47;0.10;0.72;0.84;0.88;0.55;0.06;0.13;0.59;0.39;0.29;0.10;0.76;0.67;0.87;0.07;0.14;0.77;0.72;0.93;0.63;0.53;0.00;0.06;0.86;0.14
396;;0.70;0.43;0.52;0.12;0.69;0.51;0.35;0.90;0.40;0.67;0.37;0.66;0.03;0.41;0.45;0.03;0.06;0.25;0.09;0.44;0.63;0.27;0.59;0.22;0.24;0.41
401;;0.08;0.27;1.08;1.25;0.62;1.19;0.93;0.80;0.99;0.08;0.58;1.08;0.35;0.53;0.15;0.22;0.44;0.51;1.08;0.94;0.14;0.69;0.04;0.05;0.16;0.84
406;;0.13;0.50;0.38;0.08;0.33;0.34;0.57;0.36;0.04;0.11;0.21;0.13;0.17;0.47;0.85;0.09;0.56;0.55;0.58;0.18;0.40;0.05;0.14;0.28;0.02;0.55
411;;0.70;0.43;0.52;0.12;0.69;0.52;0.35;0.91;0.41;0.67;0.37;0.66;0.03;0.42;0.45;0.03;0.06;0.25;0.09;0.44;0.63;0.60;0.59;0.47;0.24;0.41
416;;0.26;0.56;0.22;0.49;0.48;0.70;0.45;0.40;0.43;0.36;0.28;0.09;0.87;0.29;0.47;0.54;0.12;0.02;0.16;0.45;0.48;0.26;0.82;0.34;0.37;0.15
421;;0.25;0.54;0.21;0.48;0.47;0.68;0.44;0.39;0.42;0.35;0.27;0.09;0.85;0.28;0.46;0.53;0.12;0.02;0.16;0.44;0.47;0.25;0.80;0.33;0.36;0.15
426;;0.13;0.49;0.37;0.08;0.32;0.33;0.56;0.35;0.04;0.10;0.21;0.12;0.16;0.46;0.83;0.09;0.55;0.53;0.56;0.17;0.39;0.05;0.14;0.27;0.02;0.54
431;;0.79;0.49;0.59;0.13;0.79;0.59;0.40;1.03;0.88;0.76;0.43;0.04;0.04;0.47;0.51;0.04;0.07;0.29;0.10;0.50;0.72;0.68;0.67;0.53;0.27;0.47
436;;0.29;0.18;0.61;0.15;0.43;0.92;0.15;0.81;0.69;0.02;0.99;0.91;0.92;0.05;0.66;0.80;0.40;0.64;0.67;0.13;0.55;0.77;0.35;0.71;0.69;1.33
441;;0.68;0.42;0.51;0.12;0.68;0.51;0.34;0.89;0.76;0.74;0.37;0.04;0.03;0.41;0.44;0.03;0.06;0.25;0.09;0.43;0.62;0.17;0.58;0.46;0.23;0.40
446;;0.65;0.66;0.12;0.25;0.49;0.01;0.26;0.86;0.67;0.46;0.22;0.03;0.50;0.17;0.14;0.56;0.32;0.68;0.18;0.15;0.85;0.52;0.39;0.48;0.58;0.75
451;;0.32;0.69;0.27;0.61;0.59;0.87;0.55;0.49;0.53;0.35;0.34;0.12;1.08;0.80;0.10;0.67;0.15;0.02;0.20;0.55;0.59;0.32;1.02;0.42;0.46;0.19
456;;0.50;0.11;0.76;0.41;0.93;0.59;0.06;0.14;0.62;0.23;0.30;0.10;0.81;0.71;0.92;0.07;0.15;0.82;0.76;0.99;0.66;0.33;0.00;0.06;0.91;0.15
461;;0.28;0.18;0.59;0.15;0.41;0.89;0.15;0.78;0.66;0.02;0.96;0.88;0.89;0.05;0.64;0.78;0.38;0.62;0.65;0.13;0.53;0.75;0.34;0.69;0.21;1.28
466;;0.73;0.45;0.55;0.12;0.73;0.54;0.37;0.95;0.81;0.79;0.39;0.04;0.04;0.44;0.47;0.15;0.07;0.27;0.09;0.47;0.66;0.18;0.62;0.49;0.36;0.43
471;;0.10;0.37;0.28;0.06;0.24;0.25;0.42;0.27;0.03;0.08;0.16;0.09;0.12;0.35;0.63;0.07;0.41;0.40;0.42;0.13;0.29;0.04;0.10;0.21;0.01;0.21
476;;0.71;0.82;0.74;0.67;1.42;0.44;0.34;0.64;0.63;0.41;0.74;0.55;0.32;0.37;0.43;0.23;1.34;0.23;0.23;1.43;0.78;0.86;0.67;0.13;0.66;0.89
481;;0.72;0.45;0.54;0.92;0.72;0.54;0.36;0.94;0.80;0.78;0.39;0.04;0.04;0.43;0.47;0.95;0.07;0.26;0.09;0.46;0.66;0.17;0.62;0.49;0.36;0.42
486;;0.69;0.80;0.72;0.66;1.38;0.43;0.33;0.62;0.61;0.40;0.72;0.53;0.31;0.36;0.42;0.22;1.30;0.22;0.23;1.38;0.75;0.84;0.47;0.12;0.64;0.86
